seq_rows,seq_cols,coeffs
1029,328,1.0
1030,328,1.0
1031,328,1.0
1032,328,1.0
1033,328,1.0
1034,328,1.0
1035,328,1.0
1036,328,1.0
1037,328,1.0
1038,328,1.0
1039,329,1.0
1040,329,1.0
1041,329,1.0
1042,329,1.0
1043,330,1.0
1044,331,1.0
1045,331,1.0
1046,331,1.0
1047,331,1.0
1048,332,1.0
1049,332,1.0
1050,332,1.0
1051,332,1.0
1052,333,1.0
1053,333,1.0
1054,333,1.0
1055,333,1.0
1056,333,1.0
1057,333,1.0
1058,333,1.0
1059,333,1.0
1060,338,1.0
1061,338,1.0
1062,338,1.0
1063,338,1.0
1064,342,1.0
1065,343,1.0
1066,344,1.0
1067,344,1.0
1068,334,1.0
1069,334,1.0
1070,334,1.0
1071,334,1.0
1072,334,1.0
1073,335,1.0
1074,335,1.0
1075,336,1.0
1076,336,1.0
1077,336,1.0
1078,336,1.0
1079,336,1.0
1080,336,1.0
1081,336,1.0
1082,337,1.0
1083,337,1.0
1084,337,1.0
1085,337,1.0
1086,337,1.0
1087,337,1.0
1088,337,1.0
1089,337,1.0
1090,339,1.0
1091,340,1.0
1092,340,1.0
1093,339,1.0
1094,341,1.0
1095,339,1.0
1096,345,1.0
1097,345,1.0
1098,345,1.0
1099,348,1.0
1100,349,1.0
1101,346,1.0
1102,346,1.0
1103,346,1.0
1104,346,1.0
1105,346,1.0
1106,350,1.0
1107,350,1.0
1108,350,1.0
1109,350,1.0
1110,350,1.0
1111,350,1.0
1112,350,1.0
1113,350,1.0
1114,350,1.0
1115,350,1.0
1116,351,1.0
1117,351,1.0
1118,351,1.0
1119,351,1.0
1120,352,1.0
1121,352,1.0
1122,352,1.0
1123,352,1.0
1124,352,1.0
1125,347,1.0
1126,347,1.0
1127,347,1.0
1128,347,1.0
1129,347,1.0
1130,353,1.0
1131,353,1.0
1132,353,1.0
1133,354,1.0
1134,354,1.0
1135,354,1.0
1136,354,1.0
1137,354,1.0
1138,354,1.0
1139,354,1.0
1140,354,1.0
1141,354,1.0
1142,354,1.0
1143,354,1.0
1144,355,1.0
1145,356,1.0
1146,356,1.0
1147,357,1.0
1148,357,1.0
1149,357,1.0
1150,357,1.0
1151,357,1.0
1152,357,1.0
1153,357,1.0
1154,357,1.0
1155,357,1.0
1156,357,1.0
1157,357,1.0
1158,357,1.0
1159,357,1.0
1160,357,1.0
1161,358,1.0
1162,358,1.0
1163,359,1.0
1164,360,1.0
1165,360,1.0
1166,360,1.0
1167,360,1.0
1168,360,1.0
1169,360,1.0
1170,361,1.0
1171,361,1.0
1172,361,1.0
1173,361,1.0
1174,361,1.0
1175,361,1.0
1176,362,1.0
1177,362,1.0
1178,363,1.0
1179,364,1.0
1180,364,1.0
1181,364,1.0
1182,365,1.0
1183,365,1.0
1184,365,1.0
1185,366,1.0
1186,367,1.0
1187,367,1.0
1188,366,1.0
1189,366,1.0
1190,367,1.0
1191,368,1.0
1192,368,1.0
1193,368,1.0
1194,369,1.0
1195,369,1.0
1196,369,1.0
1197,369,1.0
1198,369,1.0
1199,370,1.0
1200,371,1.0
1201,371,1.0
1202,371,1.0
1203,371,1.0
1204,372,1.0
1205,372,1.0
1206,372,1.0
1207,373,1.0
1208,373,1.0
1209,373,1.0
1210,374,1.0
1211,375,1.0
1212,375,1.0
1213,375,1.0
1214,375,1.0
1215,375,1.0
1216,376,1.0
1217,377,1.0
1218,377,1.0
1219,378,1.0
1220,378,1.0
1221,378,1.0
1222,378,1.0
1223,378,1.0
1224,378,1.0
1225,379,1.0
1226,379,1.0
1227,379,1.0
1228,379,1.0
1229,379,1.0
1230,379,1.0
1231,379,1.0
1232,380,1.0
1233,381,1.0
1234,382,1.0
1235,382,1.0
1236,382,1.0
1237,382,1.0
1238,382,1.0
1239,382,1.0
1240,380,1.0
1241,381,1.0
1242,382,1.0
1243,382,1.0
1244,383,1.0
1245,383,1.0
1246,383,1.0
1247,383,1.0
1248,383,1.0
1249,383,1.0
1250,383,1.0
1251,383,1.0
1252,383,1.0
1253,384,1.0
1254,384,1.0
1255,384,1.0
1256,384,1.0
1257,385,1.0
1258,386,1.0
1259,386,1.0
1260,386,1.0
1261,386,1.0
1262,386,1.0
1263,387,1.0
1264,387,1.0
1265,387,1.0
1266,387,1.0
1267,387,1.0
1268,388,1.0
1269,388,1.0
1270,389,1.0
1271,389,1.0
1272,389,1.0
1273,389,1.0
1274,389,1.0
1275,390,1.0
1276,390,1.0
1277,390,1.0
1278,390,1.0
1279,391,1.0
1280,392,1.0
1281,392,1.0
1282,392,1.0
1283,392,1.0
1284,392,1.0
1285,392,1.0
1286,393,1.0
1287,393,1.0
1288,393,1.0
1289,393,1.0
1290,393,1.0
1291,393,1.0
1292,394,1.0
1293,396,0.2
1293,402,0.8
1294,396,0.2
1294,402,0.8
1295,396,0.2
1295,402,0.8
1296,396,0.2
1296,402,0.8
1297,396,0.2
1297,402,0.8
1298,396,0.2
1298,402,0.8
1299,396,0.2
1299,402,0.8
1300,396,0.2
1300,402,0.8
1301,396,0.2
1301,402,0.8
1302,396,0.2
1302,402,0.8
1303,396,0.2
1303,402,0.8
1304,396,0.2
1304,402,0.8
1305,396,0.2
1305,402,0.8
1306,396,0.2
1306,402,0.8
1307,396,0.2
1307,402,0.8
1308,396,0.2
1308,402,0.8
1309,396,0.2
1309,402,0.8
1310,396,0.2
1310,402,0.8
1311,396,0.2
1311,402,0.8
1312,396,0.2
1312,402,0.8
1313,396,0.2
1313,402,0.8
1314,396,0.2
1314,402,0.8
1315,396,0.2
1315,402,0.8
1316,396,0.2
1316,402,0.8
1317,396,0.2
1317,402,0.8
1318,396,0.2
1318,402,0.8
1319,396,0.2
1319,402,0.8
1320,395,1.0
1321,282,1.0
1322,406,0.25
1322,407,0.25
1322,408,0.25
1322,409,0.25
